id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
1460,552520,Far Cry® 5,59.99,"Welcome to Hope County, Montana, home to a fanatical doomsday cult known as Eden’s Gate. Stand up to cult leader Joseph Seed &amp; his siblings, the Heralds, to spark the fires of resistance &amp; liberate the besieged community.",[Ubisoft],[Action/Adventure],26/3/2018
1461,553020,Theatre of Doom,2.49,"Theatre of Doom is an intense and fast top-down action game. Fight your way through the hellish stages against demonic marionette puppets, and ferocious monsters.",[Artery Games],[Action/Indie],19/4/2017
1462,553260,Realpolitiks,14.99,"Become the leader of any contemporary country in this streamlined real-time grand strategy game. Use diplomacy, espionage, military and economic power to deal with other nations, while tackling issues such as terrorism, financial crises and medical epidemics, all in an effort to achieve global domination!",[Fulqrum Publishing],[Strategy],16/2/2017
1463,553330,Clutter 7: Infinity, Joe's Ultimate Quest,9.99,"This just might be the best Clutter of them all",[Libredia],[Casual/Indie],9/8/2017
1464,553430,Skill Master VR -- Learn Meditation,14.99,"Skill Master VR -- Learn Meditation is the first meditation app that allows you to learn meditation in VR by visualizing your breath in real time.",[Boulder VR Studios],[Indie/Early Access],21/11/2016
1465,553910,Mystic Defense,0.99,"Take control as a mage and unleash the four elements of Fire, Ice, Lightning and Earth to defend against the legions of waves and bosses aimed to destroy your castle. Do you have what it takes to defend the human race?",[Mystified Games],[Action/Casual/Indie],23/11/2016
1466,554140,Desert Ride Coaster,0,"Short rollercoaster ride synchronized with music.",[iNFINITE Production],[Casual/Simulation],7/12/2016
1467,554290,Himawari - The Sunflower -,34.99,"After jointly founding the so-called Space Club, Youichi and his friend Amamiya Ginga, the son of Amamiya Daigo, spent their school days building a rocket -- until one fateful night, a mysterious young girl called Aries crash-lands near them, her memories also lost from the shock of the landing.",[MangaGamer],[Adventure],9/12/2016
1468,554590,Little Kingdom 2,7.99,"Managing a kingdom is not an easy task. Gather resources, trade, expand, gift and steal other kingdoms... And when other kingdoms join the fray, you'll have to be the best! Should I take a rare resource? reinforce my border? stop the expansion of another kingdom? build new markets?",[Andreil Game],[Strategy],15/12/2016
1469,555010,M.E.R.C.,19.99,"Experience non-stop, real-time tactical combat with a 4-person squad. Upgrade and recruit units, enhance special abilities, while acquiring better weapons and gear. Take your toughest recruits into action in single player or co-op multiplayer and save humanity from the suppressive Manta force.",[TinyMob Games],[Action/Indie/Strategy/Early Access],17/1/2017
1470,555050,Racket Fury: Table Tennis VR,19.99,"Face 16 opponents in 4 distinctive cups and step into the most intense table tennis experience! Take on challenging rivals in the singleplayer campaign to climb the ladder of the Crown Galaxy! Get involved in heated exchanges with players from all over the world who, just like you, are hungry to win.",[Pixel Edge Games],[Casual/Indie/Simulation/Sports],9/11/2017
1471,555150,The First Tree,9.99,"A beautiful, 3rd-person exploration game centered around two parallel stories: a fox trying to find her missing family, and a son reconnecting with his estranged father in Alaska. Uncover artifacts from the son's life as he becomes intertwined in the fox’s journey towards The First Tree.",[David Wehle],[Adventure/Indie],14/9/2017
1472,555510,MachiaVillain,19.99,"Machiavillain is an evil mansion management and strategy game, inspired by Dungeon Keeper, Prison Architect and all the horror movie clichés! Build your own manor, raise your monsters, set up your traps, and exterminate your victims. But to gain reputation you'll have to slay by the horror movie rules!",[Good Shepherd Entertainment],[Indie/Simulation/Strategy],16/5/2018
1473,555830,Vecitas,7.99,"Vecitas is a fast paced multiplayer space shooter combined with singleplayer mode. Have fun playing with others in space combat. Unlock new ships playing in multiplayer as well as singleplayer. The Galaxy of Vecitas awaits you!",[Patagoniart],[Action/Casual/Indie/Massively Multiplayer],12/4/2017
1474,555890,Burgers 2,2.99,"Continue the unfinished fight from WWII. Join the story of Erwin Freud and defeat the alien bad boys again. Ultimately, make sure you eat Burgers this time.",[Digitized Organism],[Action/Adventure/Indie/RPG],13/1/2017
1475,556680,INTRUDER - WAR AREAS,15.99,"INTRUDER - WAR AREAS Do you like games that last for hours? Do you like games in which you can launch missiles, throw bombs and destroy things? Do you like stealth games? Then INTRUDER - WAR AREAS made for you!",[Play One Game Studio],[Action/Indie/Simulation/Early Access],12/12/2016
1476,556830,GemWars,7.99,"Come on and open adventure of the elf world.",[uyi technology Co,Ltd],[Action/Adventure/Casual/Simulation],29/11/2016
1477,557400,Midas Gold Plus,0,"God gave you the ability to turn everything you touch into gold. Take the opportunity to build an empire of unimaginable riches! Touch stones and they will be transmuted it into gold. Build a town and upgrade it. Select Champions and use their unique Abilities. Manage your kingdom, prepare for war and raid Mythical Cities.",[Holyday Studios],[Adventure/Casual/Free to Play/Indie/RPG],1/2/2017
1478,557520,Torn,5.99,"Torn is a dark science-fiction mystery. Explore the abandoned mansion of Dr. Lawrence Talbot, an eccentric scientist missing for 64 years. Use the Gravity Tool to activate Talbot’s machines, then transport to the strange dimension known as “The Parallel.”",[Aspyr],[Adventure],28/8/2018
1479,557700,Empyrean,5.99,"Overthrow your father's regime with his own secret experimental fighter plane! Dogfight dieselpunk aeros to save your city and the iron jungle beneath it.",[Choice of Games],[Adventure/Indie/RPG],1/12/2016
1480,557720,Love Chronicles: The Spell Collector's Edition,9.99,"Remove an evil curse that has caused a whole kingdom to be trapped in their dreams! Save a beautiful princess before it’s too late!",[Big Fish Games],[Adventure/Casual],25/1/2017
1481,558260,Gravel,29.99,"Gravel is the ultimate off-road experience. The most extreme racing game that will let you try out amazing stunts in the wildest places on the planet!",[Milestone S.r.l.],[Racing/Sports],27/2/2018
1482,558870,Club Naughty,24.99,"Build a Club Naughty empire! Build your club, manage staff, take care of your customers, complete mini games, unlock achievements, and level up a variety of club owners. Are you Naughty enough to succeed?",[Ripknot Systems],[Action/Casual/Indie/RPG/Simulation/Strategy],18/11/2016
1483,558990,Opus Magnum,19.99,"Opus Magnum is the latest open-ended puzzle game from Zachtronics, the creators of SpaceChem, Infinifactory, and SHENZHEN I/O. Design and build machines that assemble potions, poisons, and more using the alchemical engineer’s most advanced tool: the transmutation engine!",[Zachtronics],[Indie/Simulation],7/12/2017
1484,559100,Phantom Doctrine,39.99,"The year is 1983. The world teeters on the verge of destruction as the Cold War tightens its icy grip. East or West: trust no one, question everything. The fate of humanity rests in your hands as you pit spy versus spy in tactical Phantom Doctrine.",[Good Shepherd Entertainment],[Action/RPG/Strategy],14/8/2018
1485,559140,Pinheads Bowling VR,11.99,"Pinheads Bowling VR is a fun new way to play the classic game of bowling, with animated pins and sideline attractions that create an altogether unique bowling experience!",[Midnight Studios, Inc.],[Action/Casual/Simulation/Sports/Early Access],22/12/2016
1486,559210,Rakuen,9.99,"A hospitalized Boy comes to terms with his own story by traveling with his Mom to a beautiful fantasy world; ultimately helping his fellow patients find closure by walking a mile in their shoes.",[Laura Shigihara],[Adventure/Indie/RPG],10/5/2017
1487,559260,Wayward Souls,6.74,"Wayward Souls is a randomly generated action-RPG with a heavy focus on story. Play as seven different heroes, all with their own sets of abilities. Fight through steadily greater hordes of enemies.",[Rocketcat Games],[Action/Indie/RPG],28/8/2019
1488,559960,Power Hover,3.99,"Take control of the hoverboarding robots, explore the desolate world, defy gravity, dive into the oceans and ride with the sandworms on the dunes! Stylish graphics and groovy soundtrack will take you to an epic adventure in this action/racing game.",[Oddrok],[Action/Adventure/Indie/Racing],10/1/2017
1489,561340,Merlin adventurer store,2.99,"Have no hope for life? Now get rid of those annoy things.You need to play Merlin Adventurer Store! Merlin Adventurer Store is a combination of visual-novel, simulation, RPG and casual games.",[DyingCat],[Casual/Indie/Simulation],2/12/2016
1490,562010,Tanki Online,0,"Tanki Online is the free-to-play MMO-shooter with real-time PvP-battles. Throw yourself into furious tank battles shoulder to shoulder with other living players and master your skills – destroy enemy tanks, customize your futuristic armored vehicle and compete with tankers from all over the world.",[APL Publishing Ltd.],[Action/Free to Play/Massively Multiplayer],2/3/2017
1491,562050,Liquid Pinball,0.99,"In this colorful game you need to tilt the field to move liquids to exits, dying them to different colors and even splitting apart. Game has fascinatingly realistic liquid physics and graphics setting the tone, Liquid Pinball challenges players to conquer 60 levels in 5 scenarios of varying difficulty.",[RunServer],[Casual/Indie],24/11/2016
1492,562160,The Inner Darkness,4.99,"A lone man's journey through a strange world. Dimension switching mechanic - switch between the dimensions to traverse the world and solve puzzles.",[Nauris Amatnieks],[Adventure/Casual/Indie],24/2/2017
1493,562310,Spacecats with Lasers : The Outerspace,2.99,"In this twin-stick shooter the evil space rats locked you up in their space arena and your only hope is to fight as many waves as possible. Help your Spacecat to survive with the help of several perks and powerups.",[Bitten Toast Games Inc.],[Action/Casual/Indie],24/5/2017
1494,562640,Introvert Quest,0.5,"Introvert Quest is a comedy based JRPG set in a fictional, modern setting. Experience the life of a socially awkward shut-in who is pushed into herculean tasks by his therapist.",[Amaterasu Software],[Adventure/Casual/Indie/RPG],15/3/2017
1495,562690,Immersion,9.99,"In this game you have to try on the role of a brave Explorer of the deep sea. Armed with a harpoon, go down into the depths of unexplored underwater caves in search of lost wealth.",[Bullid Games],[Action/Adventure/Casual/Indie],29/11/2016
1496,563170,Graveball,4.99,"Graveball is a multiplayer game where teams of goblins play a game of graveyard rugby while smashing each other with clubs. Death is not the end! Respawn as a ghost to move swiftly into position and summon a new goblin from the earth!",[3D Realms],[Action/Indie/Sports],31/7/2018
